Bad_Practices,Good_Practices
<h3 src='header'>Hello,<h3 src='header'>Hello</h3>
<td alt=width:100px>List Item</td>,<td alt='width:100px'>List Item</td>
<span style='image.jpg'>Content,<span style='image.jpg'>Content</span>
<h1 style='image.jpg'>Text,<h1 style='image.jpg'>Text</h1>
<div style='header'>Link,<div style='header'>Link</div>
<tr style='image.jpg'>Content,<tr style='image.jpg'>Content</tr>
<h2 href='header'>Data,<h2 href='header'>Data</h2>
<h2><h1>Hello</h2></h1>,<h1><h2>Hello</h2></h1>
<td><li>Text</td></li>,<li><td>Text</td></li>
<p alt='image.jpg'>Text,<p alt='image.jpg'>Text</p>
<h2 style='width:100px'>Hello,<h2 style='width:100px'>Hello</h2>
<a class=description>Text</a>,<a class='description'>Text</a>
<h3 src='container'>Title,<h3 src='container'>Title</h3>
<table style='width:100px'>Content,<table style='width:100px'>Content</table>
<h2><tr>Hello</h2></tr>,<tr><h2>Hello</h2></tr>
<h1 id='container'>Hello,<h1 id='container'>Hello</h1>
<span class=image.jpg>Content</span>,<span class='image.jpg'>Content</span>
<div><span>Data</div></span>,<span><div>Data</div></span>
<p class='container'>Hello,<p class='container'>Hello</p>
<h3 id='container'>Data,<h3 id='container'>Data</h3>
<table class='image.jpg'>Title,<table class='image.jpg'>Title</table>
<p alt='link.html'>Link,<p alt='link.html'>Link</p>
<td href='image.jpg'>Data,<td href='image.jpg'>Data</td>
<table id='width:100px'>Hello,<table id='width:100px'>Hello</table>
<div style='description'>Text,<div style='description'>Text</div>
<a class='header'>List Item,<a class='header'>List Item</a>
<h2 style='header'>List Item,<h2 style='header'>List Item</h2>
<a alt='header'>Text,<a alt='header'>Text</a>
<td><div>Link</td></div>,<div><td>Link</td></div>
<div><p>Content</div></p>,<p><div>Content</div></p>
<td href='width:100px'>Content,<td href='width:100px'>Content</td>
<p id='image.jpg'>Content,<p id='image.jpg'>Content</p>
<div style=link.html>Content</div>,<div style='link.html'>Content</div>
<h1><span>Hello</h1></span>,<span><h1>Hello</h1></span>
<span class='image.jpg'>Text,<span class='image.jpg'>Text</span>
<table><ul>Hello</table></ul>,<ul><table>Hello</table></ul>
<a><li>List Item</a></li>,<li><a>List Item</a></li>
<span href='link.html'>Data,<span href='link.html'>Data</span>
<td href=width:100px>Data</td>,<td href='width:100px'>Data</td>
<h2 class='header'>Hello,<h2 class='header'>Hello</h2>
<div class='link.html'>List Item,<div class='link.html'>List Item</div>
<td style='description'>Link,<td style='description'>Link</td>
<h3><td>List Item</h3></td>,<td><h3>List Item</h3></td>
<h2><tr>Title</h2></tr>,<tr><h2>Title</h2></tr>
<tr href='container'>Content,<tr href='container'>Content</tr>
<div><a>Text</div></a>,<a><div>Text</div></a>
<h2 alt='header'>Title,<h2 alt='header'>Title</h2>
<h1 style='header'>Data,<h1 style='header'>Data</h1>
<h2 id=image.jpg>Content</h2>,<h2 id='image.jpg'>Content</h2>
<h2 href='container'>Link,<h2 href='container'>Link</h2>
<h1 alt=image.jpg>Data</h1>,<h1 alt='image.jpg'>Data</h1>
<a class='header'>Title,<a class='header'>Title</a>
<p alt='container'>List Item,<p alt='container'>List Item</p>
<span id='header'>Text,<span id='header'>Text</span>
<h1 src='container'>Title,<h1 src='container'>Title</h1>
<td id='width:100px'>List Item,<td id='width:100px'>List Item</td>
<h1 href=link.html>Link</h1>,<h1 href='link.html'>Link</h1>
<tr id=header>Title</tr>,<tr id='header'>Title</tr>
<tr style=container>List Item</tr>,<tr style='container'>List Item</tr>
<td style=image.jpg>Text</td>,<td style='image.jpg'>Text</td>
<td style=link.html>Data</td>,<td style='link.html'>Data</td>
<ul class='link.html'>Data,<ul class='link.html'>Data</ul>
<tr style='header'>Text,<tr style='header'>Text</tr>
<a class='container'>Hello,<a class='container'>Hello</a>
<table href='width:100px'>Title,<table href='width:100px'>Title</table>
<p class=description>Text</p>,<p class='description'>Text</p>
<td alt='container'>Link,<td alt='container'>Link</td>
<div id='image.jpg'>Data,<div id='image.jpg'>Data</div>
<td><h3>Content</td></h3>,<h3><td>Content</td></h3>
<h3 alt='image.jpg'>List Item,<h3 alt='image.jpg'>List Item</h3>
<h3 class='description'>Title,<h3 class='description'>Title</h3>
<p id=image.jpg>Title</p>,<p id='image.jpg'>Title</p>
<div alt=width:100px>Text</div>,<div alt='width:100px'>Text</div>
<td style='container'>Content,<td style='container'>Content</td>
<div alt=header>Data</div>,<div alt='header'>Data</div>
<h2 id='image.jpg'>List Item,<h2 id='image.jpg'>List Item</h2>
<table alt='width:100px'>Title,<table alt='width:100px'>Title</table>
<span id='link.html'>List Item,<span id='link.html'>List Item</span>
<h1 href='container'>Data,<h1 href='container'>Data</h1>
<table><a>Link</table></a>,<a><table>Link</table></a>
<a style=description>Data</a>,<a style='description'>Data</a>
<table id=container>Link</table>,<table id='container'>Link</table>
<li src='container'>List Item,<li src='container'>List Item</li>
<span style='container'>List Item,<span style='container'>List Item</span>
<h1 class='container'>Hello,<h1 class='container'>Hello</h1>
<p><span>Hello</p></span>,<span><p>Hello</p></span>
<h3 src='width:100px'>Data,<h3 src='width:100px'>Data</h3>
<ul src='image.jpg'>Hello,<ul src='image.jpg'>Hello</ul>
<tr><table>Content</tr></table>,<table><tr>Content</tr></table>
<h1 href='header'>Content,<h1 href='header'>Content</h1>
<ul alt=link.html>Link</ul>,<ul alt='link.html'>Link</ul>
<li><a>Content</li></a>,<a><li>Content</li></a>
<td src='description'>Link,<td src='description'>Link</td>
<li href='width:100px'>Hello,<li href='width:100px'>Hello</li>
<div src=image.jpg>Content</div>,<div src='image.jpg'>Content</div>
<span href='width:100px'>Data,<span href='width:100px'>Data</span>
<tr><div>Title</tr></div>,<div><tr>Title</tr></div>
<td class='image.jpg'>Link,<td class='image.jpg'>Link</td>
<td class=header>Hello</td>,<td class='header'>Hello</td>
<table alt='container'>Text,<table alt='container'>Text</table>
<td class='link.html'>Content,<td class='link.html'>Content</td>
<td><span>List Item</td></span>,<span><td>List Item</td></span>
<li alt='link.html'>Hello,<li alt='link.html'>Hello</li>
<h3 style='header'>Title,<h3 style='header'>Title</h3>
<a id='image.jpg'>Hello,<a id='image.jpg'>Hello</a>
<li src='container'>Hello,<li src='container'>Hello</li>
<ul id=link.html>Content</ul>,<ul id='link.html'>Content</ul>
<div href='container'>Content,<div href='container'>Content</div>
<h2 src='description'>Data,<h2 src='description'>Data</h2>
<td alt='link.html'>Data,<td alt='link.html'>Data</td>
<td><span>Hello</td></span>,<span><td>Hello</td></span>
<p><h2>Hello</p></h2>,<h2><p>Hello</p></h2>
<h1><h3>Hello</h1></h3>,<h3><h1>Hello</h1></h3>
<tr src=width:100px>Hello</tr>,<tr src='width:100px'>Hello</tr>
<a alt=link.html>List Item</a>,<a alt='link.html'>List Item</a>
<div alt=image.jpg>Link</div>,<div alt='image.jpg'>Link</div>
<h2 style='width:100px'>Link,<h2 style='width:100px'>Link</h2>
<p id='link.html'>Content,<p id='link.html'>Content</p>
<p alt='container'>Data,<p alt='container'>Data</p>
<h1 alt=width:100px>Link</h1>,<h1 alt='width:100px'>Link</h1>
<span id=link.html>Content</span>,<span id='link.html'>Content</span>
<td><tr>Hello</td></tr>,<tr><td>Hello</td></tr>
<div src='width:100px'>List Item,<div src='width:100px'>List Item</div>
<li style='description'>Content,<li style='description'>Content</li>
<a alt='link.html'>List Item,<a alt='link.html'>List Item</a>
<p class=image.jpg>Link</p>,<p class='image.jpg'>Link</p>
<td class='header'>Content,<td class='header'>Content</td>
<h3 href='header'>List Item,<h3 href='header'>List Item</h3>
<div id='container'>Link,<div id='container'>Link</div>
<h2 alt=description>Text</h2>,<h2 alt='description'>Text</h2>
<span id='width:100px'>Hello,<span id='width:100px'>Hello</span>
<h3 src='description'>Link,<h3 src='description'>Link</h3>
<div src='image.jpg'>Data,<div src='image.jpg'>Data</div>
<h1 class='width:100px'>Link,<h1 class='width:100px'>Link</h1>
<h1 href='header'>Text,<h1 href='header'>Text</h1>
<div class='width:100px'>Text,<div class='width:100px'>Text</div>
<li><h2>Text</li></h2>,<h2><li>Text</li></h2>
<td alt=image.jpg>Title</td>,<td alt='image.jpg'>Title</td>
<li class=image.jpg>Data</li>,<li class='image.jpg'>Data</li>
<a src=link.html>Hello</a>,<a src='link.html'>Hello</a>
<span style='link.html'>List Item,<span style='link.html'>List Item</span>
<div style='link.html'>List Item,<div style='link.html'>List Item</div>
<span style='link.html'>Link,<span style='link.html'>Link</span>
<a style=description>Content</a>,<a style='description'>Content</a>
<h2 src='container'>Text,<h2 src='container'>Text</h2>
<ul alt='link.html'>Content,<ul alt='link.html'>Content</ul>
<table><tr>Content</table></tr>,<tr><table>Content</table></tr>
<tr class='description'>Hello,<tr class='description'>Hello</tr>
<ul href='container'>Content,<ul href='container'>Content</ul>
<td alt='image.jpg'>Hello,<td alt='image.jpg'>Hello</td>
<h3 src='container'>Data,<h3 src='container'>Data</h3>
<ul><td>List Item</ul></td>,<td><ul>List Item</ul></td>
<ul src='description'>Title,<ul src='description'>Title</ul>
<li id='width:100px'>Title,<li id='width:100px'>Title</li>
<td><table>Text</td></table>,<table><td>Text</td></table>
<p class='link.html'>Title,<p class='link.html'>Title</p>
<div href='width:100px'>Data,<div href='width:100px'>Data</div>
<ul src='container'>Text,<ul src='container'>Text</ul>
<a class='description'>Link,<a class='description'>Link</a>
<h1 class='description'>Text,<h1 class='description'>Text</h1>
<span id='container'>Data,<span id='container'>Data</span>
<span style='width:100px'>List Item,<span style='width:100px'>List Item</span>
<div alt='link.html'>List Item,<div alt='link.html'>List Item</div>
<li alt='description'>List Item,<li alt='description'>List Item</li>
<h1 href='description'>Text,<h1 href='description'>Text</h1>
<p src=container>List Item</p>,<p src='container'>List Item</p>
<h3><h2>Link</h3></h2>,<h2><h3>Link</h3></h2>
<table src='container'>Link,<table src='container'>Link</table>
<li class=container>Hello</li>,<li class='container'>Hello</li>
<a href=description>Data</a>,<a href='description'>Data</a>
<tr src='image.jpg'>List Item,<tr src='image.jpg'>List Item</tr>
<h3 src=link.html>List Item</h3>,<h3 src='link.html'>List Item</h3>
<tr src='link.html'>Data,<tr src='link.html'>Data</tr>
<div alt=header>Link</div>,<div alt='header'>Link</div>
<div href='image.jpg'>Title,<div href='image.jpg'>Title</div>
<tr style='image.jpg'>Hello,<tr style='image.jpg'>Hello</tr>
<a id='container'>Title,<a id='container'>Title</a>
<span href='description'>Hello,<span href='description'>Hello</span>
<span class=container>Hello</span>,<span class='container'>Hello</span>
<li style='width:100px'>Hello,<li style='width:100px'>Hello</li>
<h3 style=description>Hello</h3>,<h3 style='description'>Hello</h3>
<h1 href='header'>Link,<h1 href='header'>Link</h1>
<table id='link.html'>Hello,<table id='link.html'>Hello</table>
<tr href='width:100px'>Title,<tr href='width:100px'>Title</tr>
<h2><h1>Title</h2></h1>,<h1><h2>Title</h2></h1>
<a><li>Hello</a></li>,<li><a>Hello</a></li>
<li id='link.html'>Title,<li id='link.html'>Title</li>
<ul src='width:100px'>Hello,<ul src='width:100px'>Hello</ul>
<table><td>Text</table></td>,<td><table>Text</table></td>
<div class=link.html>Title</div>,<div class='link.html'>Title</div>
<td src='container'>Text,<td src='container'>Text</td>
<tr src=header>Content</tr>,<tr src='header'>Content</tr>
<h3 alt='container'>Content,<h3 alt='container'>Content</h3>
<td class='image.jpg'>List Item,<td class='image.jpg'>List Item</td>
<h3 id='description'>Link,<h3 id='description'>Link</h3>
<a src='image.jpg'>List Item,<a src='image.jpg'>List Item</a>
<h3><ul>Content</h3></ul>,<ul><h3>Content</h3></ul>
<p><table>Link</p></table>,<table><p>Link</p></table>
<h2><span>Data</h2></span>,<span><h2>Data</h2></span>
<td id=width:100px>Text</td>,<td id='width:100px'>Text</td>
<div style='width:100px'>Link,<div style='width:100px'>Link</div>
<li alt='description'>Title,<li alt='description'>Title</li>
<span><h2>Data</span></h2>,<h2><span>Data</span></h2>
<li class='width:100px'>Text,<li class='width:100px'>Text</li>
<td><a>Title</td></a>,<a><td>Title</td></a>
<table id='description'>Content,<table id='description'>Content</table>
<tr src='width:100px'>Text,<tr src='width:100px'>Text</tr>
<div style=image.jpg>Link</div>,<div style='image.jpg'>Link</div>
<li><table>Data</li></table>,<table><li>Data</li></table>
<h3 id='link.html'>Hello,<h3 id='link.html'>Hello</h3>
<ul class=description>Link</ul>,<ul class='description'>Link</ul>
<h2 src=width:100px>List Item</h2>,<h2 src='width:100px'>List Item</h2>
<div class='image.jpg'>Data,<div class='image.jpg'>Data</div>
<h3 id='header'>Hello,<h3 id='header'>Hello</h3>
<a href=header>List Item</a>,<a href='header'>List Item</a>
<h1 id=link.html>Title</h1>,<h1 id='link.html'>Title</h1>
<h1 src=container>Link</h1>,<h1 src='container'>Link</h1>
<h2 href='header'>List Item,<h2 href='header'>List Item</h2>
<td style=description>Link</td>,<td style='description'>Link</td>
<ul><div>Title</ul></div>,<div><ul>Title</ul></div>
<a class=description>Data</a>,<a class='description'>Data</a>
<li style=container>Title</li>,<li style='container'>Title</li>
<td src=image.jpg>Title</td>,<td src='image.jpg'>Title</td>
<a><div>List Item</a></div>,<div><a>List Item</a></div>
<td href='link.html'>Hello,<td href='link.html'>Hello</td>
<span href=description>Content</span>,<span href='description'>Content</span>
<li alt='container'>Hello,<li alt='container'>Hello</li>
<tr src='link.html'>Link,<tr src='link.html'>Link</tr>
<h2 id='link.html'>Title,<h2 id='link.html'>Title</h2>
<div class='link.html'>Hello,<div class='link.html'>Hello</div>
<a style='header'>List Item,<a style='header'>List Item</a>
<tr><h1>Hello</tr></h1>,<h1><tr>Hello</tr></h1>
<h3 alt='container'>Data,<h3 alt='container'>Data</h3>
<h2><span>Title</h2></span>,<span><h2>Title</h2></span>
<a><li>Content</a></li>,<li><a>Content</a></li>
<h2><ul>Content</h2></ul>,<ul><h2>Content</h2></ul>
<h3 alt='container'>Text,<h3 alt='container'>Text</h3>
<td class='header'>Hello,<td class='header'>Hello</td>
<h3 class='container'>Hello,<h3 class='container'>Hello</h3>
<table href=description>Data</table>,<table href='description'>Data</table>
<h2 alt='width:100px'>List Item,<h2 alt='width:100px'>List Item</h2>
<a id='header'>Content,<a id='header'>Content</a>
<p>Text,<p>Text</p>
<ul style='description'>Content,<ul style='description'>Content</ul>
<table href='width:100px'>Hello,<table href='width:100px'>Hello</table>
<tr href='description'>List Item,<tr href='description'>List Item</tr>
<a style='width:100px'>Title,<a style='width:100px'>Title</a>
<ul alt='link.html'>Data,<ul alt='link.html'>Data</ul>
<li href='header'>List Item,<li href='header'>List Item</li>
<h2 alt='header'>Content,<h2 alt='header'>Content</h2>
<div><li>Hello</div></li>,<li><div>Hello</div></li>
<h2 id=link.html>Hello</h2>,<h2 id='link.html'>Hello</h2>
<h2><td>Link</h2></td>,<td><h2>Link</h2></td>
<a src='width:100px'>Data,<a src='width:100px'>Data</a>
<p><div>Text</p></div>,<div><p>Text</p></div>
<span id='image.jpg'>Hello,<span id='image.jpg'>Hello</span>
<p><h3>Content</p></h3>,<h3><p>Content</p></h3>
<a id='link.html'>Content,<a id='link.html'>Content</a>
<ul><tr>List Item</ul></tr>,<tr><ul>List Item</ul></tr>
<table alt=header>Hello</table>,<table alt='header'>Hello</table>
<li alt=container>List Item</li>,<li alt='container'>List Item</li>
<ul id='image.jpg'>Text,<ul id='image.jpg'>Text</ul>
<h1 alt='header'>Content,<h1 alt='header'>Content</h1>
<h2 src='container'>List Item,<h2 src='container'>List Item</h2>
<li class='link.html'>Hello,<li class='link.html'>Hello</li>
<h2 alt='description'>Data,<h2 alt='description'>Data</h2>
<a style='link.html'>Content,<a style='link.html'>Content</a>
<a src='header'>List Item,<a src='header'>List Item</a>
<tr alt='image.jpg'>List Item,<tr alt='image.jpg'>List Item</tr>
<table href=width:100px>Title</table>,<table href='width:100px'>Title</table>
<tr class='link.html'>Title,<tr class='link.html'>Title</tr>
<p src='header'>Hello,<p src='header'>Hello</p>
<span id=container>Text</span>,<span id='container'>Text</span>
<span src='image.jpg'>Title,<span src='image.jpg'>Title</span>
<ul><div>List Item</ul></div>,<div><ul>List Item</ul></div>
<h3 class='image.jpg'>Data,<h3 class='image.jpg'>Data</h3>
